id,reference_text,predicted_text,norm_reference_text,norm_predicted_text,wer,wil,substitutions,deletions,insertions,hits,audio_duration,transcription_time,metadata_uuid,model,dataset,dataset_split,engine
671,"הילדים והמשפחה שלו עוד היו בצד השני של העולם בתחילת הקדנציה,",הילדים והמשפחה שלו עוד היו בצד השני של העולם בתחילת הקדנציה.,הילדים והמשפחה שלו עוד היו בצד השני של העולם בתחילת הקדנציה,הילדים והמשפחה שלו עוד היו בצד השני של העולם בתחילת הקדנציה,0.0,0.0,0,0,0,11,3.74,2.997045332998823,gold_002_line_028,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
672,והוא עצמו עוד היה צריך להתרגל מחדש…,והוא עצמו היה צריך להתרגל מחדש.,והוא עצמו עוד היה צריך להתרגל מחדש,והוא עצמו היה צריך להתרגל מחדש,0.14285714285714285,0.1428571428571429,0,1,0,6,2.48,1.8073712500008696,gold_002_line_029,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
673,והוא עצמו עוד היה צריך להתרגל מחדש לחיים כאן בארץ אחרי יותר מ-20 שנה של חיים באמריקה.,והוא עצמו עוד היה צריך להתרגל מחדש לחיים כאן בארץ אחרי יותר מ-20 שנה של חיים באמריקה.,והוא עצמו עוד היה צריך להתרגל מחדש לחיים כאן בארץ אחרי יותר מ 20 שנה של חיים באמריקה,והוא עצמו עוד היה צריך להתרגל מחדש לחיים כאן בארץ אחרי יותר מ 20 שנה של חיים באמריקה,0.0,0.0,0,0,0,18,6.18,3.4837073749986303,gold_002_line_030,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
674,זו הייתה אמורה להיות קדנציה רגועה.,זו הייתה אמורה להיות קדנציה רגועה.,זו הייתה אמורה להיות קדנציה רגועה,זו הייתה אמורה להיות קדנציה רגועה,0.0,0.0,0,0,0,6,1.7399773242630385,1.6081601250007225,gold_002_line_031,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
675,"לא נטולת אתגרים, אבל רגועה."," לא נטולת אתגרים, אבל רגועה.",לא נטולת אתגרים אבל רגועה,לא נטולת אתגרים אבל רגועה,0.0,0.0,0,0,0,5,2.3,1.345127415999741,gold_002_line_032,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
676,"אחרי הכל, המשק הישראלי היה במצב מקרו-כלכלי ממש ממש טוב בסוף 2018."," אחרי הכל, המשק הישראלי היה במצב מקרו-כלכלי ממש ממש טוב בסוף 2018.",אחרי הכל המשק הישראלי היה במצב מקרו כלכלי ממש ממש טוב בסוף 2018,אחרי הכל המשק הישראלי היה במצב מקרו כלכלי ממש ממש טוב בסוף 2018,0.0,0.0,0,0,0,13,5.920022675736962,2.6102282499996363,gold_002_line_033,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
677,"האינפלציה הייתה נמוכה, הכל היה מאוד רגוע."," האינפלציה הייתה נמוכה, הכל היה מאוד רגוע.",האינפלציה הייתה נמוכה הכל היה מאוד רגוע,האינפלציה הייתה נמוכה הכל היה מאוד רגוע,0.0,0.0,0,0,0,7,3.22,2.0537635419968865,gold_002_line_034,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
678,"אבל במקום זה, ירון, כמו כולנו"," אבל במקום זה, ירון, כמו כולנו,",אבל במקום זה ירון כמו כולנו,אבל במקום זה ירון כמו כולנו,0.0,0.0,0,0,0,6,2.42,1.8875522919988725,gold_002_line_035,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
679,"מצא את עצמו במערבולת של שלוש מערכות בחירות אחת אחרי השנייה, ואז, אם זה לא מספיק, כשהוא בסך הכל שנה וקצת בתפקיד שלו,"," מצא את עצמו במערבולת של שלוש מערכות בחירות אחת אחרי השנייה, ואז, אם זה לא מספיק, כשהוא בסך הכל שנה וקצת בתפקיד שלו,",מצא את עצמו במערבולת של שלוש מערכות בחירות אחת אחרי השנייה ואז אם זה לא מספיק כשהוא בסך הכל שנה וקצת בתפקיד שלו,מצא את עצמו במערבולת של שלוש מערכות בחירות אחת אחרי השנייה ואז אם זה לא מספיק כשהוא בסך הכל שנה וקצת בתפקיד שלו,0.0,0.0,0,0,0,23,9.099977324263039,5.0998587909998605,gold_002_line_036,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
680,החודשים הראשונים של הקורונה היו מערבולת אחת גדולה.,החודשים הראשונים של הקורונה היו מערבולת אחת גדולה.,החודשים הראשונים של הקורונה היו מערבולת אחת גדולה,החודשים הראשונים של הקורונה היו מערבולת אחת גדולה,0.0,0.0,0,0,0,8,3.3,2.420160665998992,gold_002_line_037,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
681,"מזמן של הממשלה, שהייתה בכלל ממשלת מעבר,"," בזמן של הממשלה, שהייתה בכלל ממשלת מעבר.",מזמן של הממשלה שהייתה בכלל ממשלת מעבר,בזמן של הממשלה שהייתה בכלל ממשלת מעבר,0.14285714285714285,0.26530612244897966,1,0,0,6,2.86,2.2756080420003855,gold_002_line_038,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
682,"לקח המון זמן להתאפס ולהבין איך מנהלים את הדבר הזה, אם בכלל, אהמ, אם בכלל."," לקח המון זמן להתאפס ולהבין איך מנהלים את הדבר הזה, אם בכלל, אם בכלל.",לקח המון זמן להתאפס ולהבין איך מנהלים את הדבר הזה אם בכלל אהמ אם בכלל,לקח המון זמן להתאפס ולהבין איך מנהלים את הדבר הזה אם בכלל אם בכלל,0.06666666666666667,0.06666666666666665,0,1,0,14,5.86,3.2227531249991443,gold_002_line_039,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
683,בבנק ישראל עבדו אחרת.,בבנק ישראל עבדו אחרת.,בבנק ישראל עבדו אחרת,בבנק ישראל עבדו אחרת,0.0,0.0,0,0,0,4,1.9,1.6118997500016121,gold_002_line_040,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
684,"בנק ישראל, כמו רוב הבנקים המרכזיים בעולם, הוא גוף עצמאי לגמרי."," בנק ישראל, כמו רוב הבנקים המרכזיים בעולם, הוא גוף עצמאי לגמרי.",בנק ישראל כמו רוב הבנקים המרכזיים בעולם הוא גוף עצמאי לגמרי,בנק ישראל כמו רוב הבנקים המרכזיים בעולם הוא גוף עצמאי לגמרי,0.0,0.0,0,0,0,11,4.38,2.835943624999345,gold_002_line_041,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
685,"הפוליטיקאים לא אומרים לו מה לעשות, וגם אם הם אומרים, זה לא באמת חשוב."," הפוליטיקאים לא אומרים לו מה לעשות, וגם אם הם אומרים, זה לא באמת חשוב.",הפוליטיקאים לא אומרים לו מה לעשות וגם אם הם אומרים זה לא באמת חשוב,הפוליטיקאים לא אומרים לו מה לעשות וגם אם הם אומרים זה לא באמת חשוב,0.0,0.0,0,0,0,14,4.54,2.357297541999287,gold_002_line_042,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
686,לבנק היו שתי מטרות מיידיות.,לבנק היו שתי מטרות מיידיות.,לבנק היו שתי מטרות מיידיות,לבנק היו שתי מטרות מיידיות,0.0,0.0,0,0,0,5,2.16,1.531887375000224,gold_002_line_043,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
687,"אחת, לוודא שהמערכת הפיננסית יציבה,"," אחת, לוודא שהמערכת הפיננסית יציבה.",אחת לוודא שהמערכת הפיננסית יציבה,אחת לוודא שהמערכת הפיננסית יציבה,0.0,0.0,0,0,0,5,2.98,1.4863043750010547,gold_002_line_044,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
688,"והשנייה, לוודא ששוק ההון פועל כראוי."," והשנייה, לוודא ששוק ההון פועל כראוי.",והשנייה לוודא ששוק ההון פועל כראוי,והשנייה לוודא ששוק ההון פועל כראוי,0.0,0.0,0,0,0,6,2.76,2.510651583001163,gold_002_line_045,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
689,"אחרי הכל, הבורסה צללה ב-30 אחוז, 30 אחוז!"," אחרי הכל הבורסה צללה ב-30 אחוז, 30 אחוז!",אחרי הכל הבורסה צללה ב 30 אחוז 30 אחוז,אחרי הכל הבורסה צללה ב 30 אחוז 30 אחוז,0.0,0.0,0,0,0,9,3.86,1.955752374997246,gold_002_line_046,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
690,"בתוך חודש אחד בדבד, בתחילת 2020.",בתוך חודש אחד בלבד בתחילת 2020.,בתוך חודש אחד בדבד בתחילת 2020,בתוך חודש אחד בלבד בתחילת 2020,0.16666666666666666,0.30555555555555547,1,0,0,5,2.56,1.8162195420009084,gold_002_line_047,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
691,אז בנק ישראל התחיל לעשות כל מיני דברים במהירות.,אז בנק ישראל התחיל לעשות כל מיני דברים במהירות.,אז בנק ישראל התחיל לעשות כל מיני דברים במהירות,אז בנק ישראל התחיל לעשות כל מיני דברים במהירות,0.0,0.0,0,0,0,9,2.7,2.3409446670011675,gold_002_line_048,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
692,"הוא התחיל לקנות אגרות חוב של הממשלה בכמויות גדולות,",הוא התחיל לקנות איגרות חוב של הממשלה בכמויות גדולות.,הוא התחיל לקנות אגרות חוב של הממשלה בכמויות גדולות,הוא התחיל לקנות איגרות חוב של הממשלה בכמויות גדולות,0.1111111111111111,0.2098765432098766,1,0,0,8,2.92,2.6918413330022304,gold_002_line_049,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
693,"הוא עשה צעדים נוספים בשוק המטבע,",הוא עשה צעדים נוספים בשוק המטבע.,הוא עשה צעדים נוספים בשוק המטבע,הוא עשה צעדים נוספים בשוק המטבע,0.0,0.0,0,0,0,6,2.0,1.8844596659982926,gold_002_line_050,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
694,ועוד כל מיני דברים שאני לא אכנס עליהם כאן כי זה פשוט לא נושא הפרק הזה.,ועוד כל מיני דברים שאני לא אכנס אליהם כאן כי זה פשוט לא נושא הפרק הזה.,ועוד כל מיני דברים שאני לא אכנס עליהם כאן כי זה פשוט לא נושא הפרק הזה,ועוד כל מיני דברים שאני לא אכנס אליהם כאן כי זה פשוט לא נושא הפרק הזה,0.0625,0.12109375,1,0,0,15,4.24,2.9889820409989625,gold_002_line_051,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
695,"אני מזכיר את כל אלה רק בשביל להמחיש עד כמה השנה הזו נראתה פסיכית,",אני מזכיר את כל אלה רק בשביל להמחיש עד כמה השנה הזו נראתה פסיכית.,אני מזכיר את כל אלה רק בשביל להמחיש עד כמה השנה הזו נראתה פסיכית,אני מזכיר את כל אלה רק בשביל להמחיש עד כמה השנה הזו נראתה פסיכית,0.0,0.0,0,0,0,14,4.74,2.6176182920025894,gold_002_line_052,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
696,"גם מלשכת הנגיד, ולא רק מכיסא ראש הממשלה.",גם מלשכת הנגיד ולא רק מכיסא ראש הממשלה.,גם מלשכת הנגיד ולא רק מכיסא ראש הממשלה,גם מלשכת הנגיד ולא רק מכיסא ראש הממשלה,0.0,0.0,0,0,0,8,3.4,1.7787322080002923,gold_002_line_053,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
697,"בכמעט שנתיים שחלפו מאז שהקורונה פרצה לחיינו, למדנו המון."," בכמעט שנתיים שחלפו מאז שהקורונה פרצה לחיינו, למדנו המון.",בכמעט שנתיים שחלפו מאז שהקורונה פרצה לחיינו למדנו המון,בכמעט שנתיים שחלפו מאז שהקורונה פרצה לחיינו למדנו המון,0.0,0.0,0,0,0,9,4.74,2.7140661659977923,gold_002_line_054,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
698,"בין היתר, נדמה שבחצי שנה האחרונה למדנו איך חיים איתה, או חיים בצידה."," בין היתר, נדמה שבחצי שנה האחרונה למדנו איך חיים איתה, או חיים בצידה.",בין היתר נדמה שבחצי שנה האחרונה למדנו איך חיים איתה או חיים בצידה,בין היתר נדמה שבחצי שנה האחרונה למדנו איך חיים איתה או חיים בצידה,0.0,0.0,0,0,0,13,5.36,3.3469880830016336,gold_002_line_055,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
699,"אחרי שנה של מיתון קשה כתוצאה מהסגרים והכל המשק הישראלי צומח השנה בקצב מהיר, ככל הנראה יותר משבעה אחוזים."," אחרי שנה של מיתון קשה כתוצאה מהסגרים והכל, המשק הישראלי צומח השנה בקצב מהיר, ככל הנראה יותר מ-7%.",אחרי שנה של מיתון קשה כתוצאה מהסגרים והכל המשק הישראלי צומח השנה בקצב מהיר ככל הנראה יותר משבעה אחוזים,אחרי שנה של מיתון קשה כתוצאה מהסגרים והכל המשק הישראלי צומח השנה בקצב מהיר ככל הנראה יותר מ 7,0.10526315789473684,0.19944598337950137,2,0,0,17,7.66,4.622261124997749,gold_002_line_056,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
700,"שיעור האבטלה עדיין גבוה, כפול מאיפה שהיינו ערב הקורונה,"," שיעור האבטלה עדיין גבוה, כפול מאיפה שהיינו ערב הקורונה.",שיעור האבטלה עדיין גבוה כפול מאיפה שהיינו ערב הקורונה,שיעור האבטלה עדיין גבוה כפול מאיפה שהיינו ערב הקורונה,0.0,0.0,0,0,0,9,3.94,2.651564291998511,gold_002_line_057,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
701,אבל גם הוא נמצא בירידה.,אבל גם הוא נמצא בירידה.,אבל גם הוא נמצא בירידה,אבל גם הוא נמצא בירידה,0.0,0.0,0,0,0,5,1.82,1.287751042000309,gold_002_line_058,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
702,"הקורונה עצמה עדיין איתנו ולא הולכת לשום מקום,",הקורונה עצמה עדיין איתנו ולא הולכת לשום מקום.,הקורונה עצמה עדיין איתנו ולא הולכת לשום מקום,הקורונה עצמה עדיין איתנו ולא הולכת לשום מקום,0.0,0.0,0,0,0,8,2.7600226757369613,2.268751457999315,gold_002_line_059,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
703,ואיתה גם חוסר הוודאות שהיא מייצרת.,ואיתה גם חוסר הוודאות שהיא מייצרת.,ואיתה גם חוסר הוודאות שהיא מייצרת,ואיתה גם חוסר הוודאות שהיא מייצרת,0.0,0.0,0,0,0,6,2.38,2.5366863750023185,gold_002_line_060,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
704,האם יהיו עוד סגרים?,האם יהיו עוד סגרים?,האם יהיו עוד סגרים,האם יהיו עוד סגרים,0.0,0.0,0,0,0,4,1.46,1.2611917499998526,gold_002_line_061,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
705,האם יהיו עוד גלים?,האם יהיו עוד גלים?,האם יהיו עוד גלים,האם יהיו עוד גלים,0.0,0.0,0,0,0,4,1.32,1.380422833000921,gold_002_line_062,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
706,כמה קשים יהיו הגלים האלה?,כמה קשים יהיו הגלים האלה?,כמה קשים יהיו הגלים האלה,כמה קשים יהיו הגלים האלה,0.0,0.0,0,0,0,5,1.6,1.758488416999171,gold_002_line_063,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
707,האם החיסונים מחזיקים מעמד לאורך זמן או לא?,האם החיסונים מחזיקים מעמד לאורך זמן או לא?,האם החיסונים מחזיקים מעמד לאורך זמן או לא,האם החיסונים מחזיקים מעמד לאורך זמן או לא,0.0,0.0,0,0,0,8,2.8999773242630384,2.4161507499993604,gold_002_line_064,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
708,"המון סימני שאלה שכולם, אהמ, שכולם משפיעים על כלכלה באופן ישיר.",המון סימני שאלה שכולם משפיעים על הכלכלה באופן ישיר.,המון סימני שאלה שכולם אהמ שכולם משפיעים על כלכלה באופן ישיר,המון סימני שאלה שכולם משפיעים על הכלכלה באופן ישיר,0.2727272727272727,0.3535353535353536,1,2,0,8,4.66,2.760826834000909,gold_002_line_065,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
709,"כלומר, משפיעים באופן ישיר על החיים שלנו."," כלומר, משפיעים באופן ישיר על החיים שלנו.",כלומר משפיעים באופן ישיר על החיים שלנו,כלומר משפיעים באופן ישיר על החיים שלנו,0.0,0.0,0,0,0,7,2.28,1.8200924589982606,gold_002_line_066,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
710,העניין הוא… העניין הוא שההתאוששות הכלכלית המהירה שישראל ומדינות אחרות חוות בימים אלה עושה עוד משהו.,העניין הוא שההתאוששות הכלכלית המהירה שישראל ומדינות אחרות חוות בימים אלה עושה עוד משהו.,העניין הוא העניין הוא שההתאוששות הכלכלית המהירה שישראל ומדינות אחרות חוות בימים אלה עושה עוד משהו,העניין הוא שההתאוששות הכלכלית המהירה שישראל ומדינות אחרות חוות בימים אלה עושה עוד משהו,0.125,0.125,0,2,0,14,7.42,3.7047524160007015,gold_002_line_067,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
711,היא מעלה את המחירים כלפי מעלה.,היא מעלה את המחירים כלפי מעלה.,היא מעלה את המחירים כלפי מעלה,היא מעלה את המחירים כלפי מעלה,0.0,0.0,0,0,0,6,1.9,1.2504692090005847,gold_002_line_068,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
712,"ואחרי עשור שבו המחירים לא עלו כל כך מהר,"," ואחרי עשור שבו המחירים לא עלו כל כך מהר,",ואחרי עשור שבו המחירים לא עלו כל כך מהר,ואחרי עשור שבו המחירים לא עלו כל כך מהר,0.0,0.0,0,0,0,9,3.2000226757369616,1.9779489590000594,gold_002_line_069,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
713,"פתאום דברים נראים אחרת, אהמ, פתאום דברים נראים אחרת.",פתאום דברים נראים אחרת. פתאום דברים נראים אחרת.,פתאום דברים נראים אחרת אהמ פתאום דברים נראים אחרת,פתאום דברים נראים אחרת פתאום דברים נראים אחרת,0.1111111111111111,0.11111111111111116,0,1,0,8,3.84,2.1627567499999714,gold_002_line_070,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
714,ב-12 החודשים האחרונים המחירים בישראל עלו ביותר משני אחוזים.,בשנים עשרה חודשים האחרונים המחירים בישראל עלו ביותר משני אחוזים.,ב 12 החודשים האחרונים המחירים בישראל עלו ביותר משני אחוזים,בשנים עשרה חודשים האחרונים המחירים בישראל עלו ביותר משני אחוזים,0.3,0.51,3,0,0,7,4.840022675736962,2.700810750000528,gold_002_line_071,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
715,מרבית העלייה הזאת היא מתחילת 2021.,מרבית העלייה הזאת היא מתחילת 2021.,מרבית העלייה הזאת היא מתחילת 2021,מרבית העלייה הזאת היא מתחילת 2021,0.0,0.0,0,0,0,6,3.1399773242630387,1.6742435000014666,gold_002_line_072,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
716,"ולכן, מבחינת בנק ישראל והעומד בראשו, זו השאלה, מספר אחת שמטרידה אותו בימים אלה יותר מכל שאלה אחרת."," ולכן, מבחינת בנק ישראל והעומד בראשו, זו ה-שאלה, מספר אחת, שמטרידה אותו בימים אלה יותר מכל שאלה אחרת.",ולכן מבחינת בנק ישראל והעומד בראשו זו השאלה מספר אחת שמטרידה אותו בימים אלה יותר מכל שאלה אחרת,ולכן מבחינת בנק ישראל והעומד בראשו זו ה שאלה מספר אחת שמטרידה אותו בימים אלה יותר מכל שאלה אחרת,0.1111111111111111,0.1549707602339181,1,0,1,17,7.8,3.9272251250004047,gold_002_line_073,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
717,האם אנחנו עומדים בפני התפרצות מחודשת של אינפלציה או לא.,האם אנחנו עומדים בפני התפרצות מחודשת של אינפלציה או לא?,האם אנחנו עומדים בפני התפרצות מחודשת של אינפלציה או לא,האם אנחנו עומדים בפני התפרצות מחודשת של אינפלציה או לא,0.0,0.0,0,0,0,10,3.94,2.355546582999523,gold_002_line_074,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
718,"והשאלה הזו מטרידה לא רק אותו, אלא את הנגידים של בנקים מרכזיים ברחבי העולם כולו, והיא צריכה להטריד מאוד גם אותנו."," והשאלה הזו מטרידה לא רק אותו, אלא את הנגידים של בנקים מרכזיים ברחבי העולם כולו, והיא צריכה להטריד מאוד גם אותנו.",והשאלה הזו מטרידה לא רק אותו אלא את הנגידים של בנקים מרכזיים ברחבי העולם כולו והיא צריכה להטריד מאוד גם אותנו,והשאלה הזו מטרידה לא רק אותו אלא את הנגידים של בנקים מרכזיים ברחבי העולם כולו והיא צריכה להטריד מאוד גם אותנו,0.0,0.0,0,0,0,21,7.78,3.8593601249995118,gold_002_line_075,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
719,"אז השבוע בחיות כיס, האם אנחנו עומדים בפני גל חדש של אינפלציה, כלומר גל של עליות מחירים עקביות ומתמשכות?"," אז השבוע בחיות כיס, האם אנחנו עומדים בפני גל חדש של אינפלציה, כלומר גל של עליות מחירים עקביות ומתמשכות?",אז השבוע בחיות כיס האם אנחנו עומדים בפני גל חדש של אינפלציה כלומר גל של עליות מחירים עקביות ומתמשכות,אז השבוע בחיות כיס האם אנחנו עומדים בפני גל חדש של אינפלציה כלומר גל של עליות מחירים עקביות ומתמשכות,0.0,0.0,0,0,0,19,7.28,3.594895375001215,gold_002_line_076,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
720,כלומר גל של עליות מחירים עקביות ומתמשכות? למה זה כל כך חשוב בכלל? ואיך כל זה נראה מהעיניים של האיש שאמור להילחם באינפלציה כשהיא באה?," כלומר גל של עליות מחירים עקביות ומתמשכות, למה זה כל כך חשוב בכלל, ואיך כל זה נראה מהעיניים של האיש שאמור להילחם באינפלציה כשהיא באה.",כלומר גל של עליות מחירים עקביות ומתמשכות למה זה כל כך חשוב בכלל ואיך כל זה נראה מהעיניים של האיש שאמור להילחם באינפלציה כשהיא באה,כלומר גל של עליות מחירים עקביות ומתמשכות למה זה כל כך חשוב בכלל ואיך כל זה נראה מהעיניים של האיש שאמור להילחם באינפלציה כשהיא באה,0.0,0.0,0,0,0,25,9.88,4.765289915998437,gold_002_line_077,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
721,"בשביל להבין עם מה בנק ישראל מנסה להתמודד, צריך להתחיל מלענות על שאלה אחת פשוטה."," בשביל להבין עם מה בנק ישראל מנסה להתמודד, צריך להתחיל מלענות על שאלה אחת פשוטה.",בשביל להבין עם מה בנק ישראל מנסה להתמודד צריך להתחיל מלענות על שאלה אחת פשוטה,בשביל להבין עם מה בנק ישראל מנסה להתמודד צריך להתחיל מלענות על שאלה אחת פשוטה,0.0,0.0,0,0,0,15,5.820022675736961,2.857820332999836,gold_002_line_078,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
722,פרופסור אמיר ירון מחדד כאן את השאלה המרכזית שבנקים מרכזיים מתמודדים איתה ב-אהמ…,פרופסור אמיר ירון מחדד כאן את השאלה המרכזית שבנקים מרכזיים מתמודדים איתה בשביל...,פרופסור אמיר ירון מחדד כאן את השאלה המרכזית שבנקים מרכזיים מתמודדים איתה ב אהמ,פרופסור אמיר ירון מחדד כאן את השאלה המרכזית שבנקים מרכזיים מתמודדים איתה בשביל,0.14285714285714285,0.20879120879120883,1,1,0,12,5.3,3.2266116669998155,gold_002_line_079,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
